# Time-averaged data for fix temp_info
# TimeStep v_mytemp
9711000 9.64271
9714000 9.66146
9717000 10.5595
9720000 9.94435
9723000 10.492
9726000 9.76471
9729000 9.7748
9732000 10.3459
9735000 10.2593
9738000 9.31404
9741000 9.78087
9744000 9.44306
9747000 9.71668
9750000 9.8702
9753000 9.8504
9756000 9.42258
9759000 10.3809
9762000 9.36781
9765000 10.7085
9768000 10.4183
9771000 9.99877
9774000 10.0515
9777000 9.68037
9780000 9.99452
9783000 9.87599
9786000 10.1364
9789000 10.4545
9792000 10.5822
9795000 9.85919
9798000 10.0645
9801000 10.2569
9804000 9.74523
9807000 10.2501
9810000 10.2813
9813000 8.80014
9816000 9.15161
9819000 9.82854
9822000 10.2471
9825000 9.98235
9828000 11.2125
9831000 10.8589
9834000 9.31903
9837000 10.7047
9840000 10.1213
9843000 9.91686
9846000 9.2167
9849000 9.75664
9852000 9.2253
9855000 10.5267
9858000 9.77762
9861000 9.54305
9864000 10.5177
9867000 9.49376
9870000 9.90221
9873000 9.5265
9876000 11.1333
9879000 9.33226
9882000 10.6491
9885000 10.1563
9888000 9.84429
9891000 9.54189
9894000 9.97729
9897000 10.6567
9900000 10.1316
9903000 10.5329
9906000 9.6765
9909000 9.8336
9912000 10.3685
9915000 9.32775
9918000 9.98516
9921000 10.9998
9924000 10.6375
9927000 9.60336
9930000 10.3709
9933000 10.1937
9936000 10.3822
9939000 9.26283
9942000 9.91015
9945000 9.48974
9948000 9.64702
9951000 10.5687
9954000 10.7213
9957000 10.898
9960000 10.466
9963000 9.7856
9966000 10.1197
9969000 10.8052
9972000 8.58638
9975000 10.7089
9978000 10.664
9981000 9.47316
9984000 10.1612
9987000 9.30812
9990000 9.44835
9993000 10.4074
9996000 10.7319
9999000 10.7931
10002000 9.72755
10005000 9.78434
10008000 9.59039
10011000 9.52296
10014000 9.89013
10017000 10.1103
10020000 10.0163
10023000 9.35525
10026000 10.1879
10029000 10.041
10032000 9.68019
10035000 9.88138
10038000 9.25435
10041000 9.89729
10044000 10.0288
10047000 10.2489
10050000 10.0911
10053000 9.75395
10056000 9.58813
10059000 10.4586
10062000 9.68402
10065000 10.3477
10068000 10.1407
10071000 10.1946
10074000 10.8602
10077000 10.2822
10080000 10.3559
10083000 9.62615
10086000 10.15
10089000 9.57307
10092000 10.2581
10095000 10.7167
10098000 10.0532
10101000 10.1227
10104000 10.402
10107000 10.1019
10110000 10.2554
10113000 10.4892
10116000 10.2352
10119000 10.9075
10122000 10.3333
10125000 10.6947
10128000 11.0165
10131000 10.2284
10134000 10.1064
10137000 10.7004
10140000 10.1416
10143000 9.56589
10146000 10.1779
10149000 9.62148
10152000 10.0699
10155000 10.6354
10158000 9.47798
10161000 9.53377
10164000 9.93577
10167000 10.7911
10170000 10.3758
10173000 10.5666
10176000 9.49845
10179000 9.03392
10182000 9.84899
10185000 10.6693
10188000 9.90162
10191000 10.0912
10194000 10.3239
10197000 9.95394
10200000 9.73694
10203000 9.69343
10206000 9.44717
10209000 10.2277
10212000 10.4245
10215000 9.13151
10218000 9.41972
10221000 10.0293
10224000 10.372
10227000 10.3035
10230000 10.9531
10233000 9.97847
10236000 10.015
10239000 9.26039
10242000 10.7188
10245000 9.91233
10248000 10.2105
10251000 9.52084
10254000 9.94234
10257000 11.3307
10260000 10.2009
10263000 9.88735
10266000 10.2296
10269000 9.87748
10272000 10.0888
10275000 8.80243
10278000 10.3922
10281000 9.98451
10284000 9.37122
10287000 10.4871
10290000 10.0615
10293000 9.93241
10296000 9.71925
10299000 10.2247
10302000 9.68537
10305000 10.0284
10308000 9.94121
10311000 10.2872
10314000 10.1801
10317000 10.3986
10320000 9.67596
10323000 11.192
10326000 9.94826
10329000 9.74617
10332000 9.10431
10335000 9.66195
10338000 9.60864
10341000 10.7342
10344000 9.71866
10347000 9.47367
10350000 10.2377
10353000 9.40014
10356000 10.2417
10359000 10.499
10362000 9.94984
10365000 10.4287
10368000 10.2188
10371000 9.95243
10374000 9.89137
10377000 10.0568
10380000 9.53991
10383000 9.62376
10386000 10.1441
10389000 9.57735
10392000 10.3127
10395000 10.721
10398000 10.0665
